"uid","domainID","siteID","plotID","date","night","eventID","setTraps","disturbedTraps","samplingEffort","samplingProtocol","identificationReferences","remarks","duplicateNightQF","missingRecordsPerBoutQF"
"D210D3ED317849E7B18648F7544C114A","D01","HARV","HARV_021","2013-09-30",1,"MAM.HARV.2013.10",100,1,99,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"06233F007CBA4F07B1F0EE62996EC9DA","D01","HARV","HARV_008","2013-09-30",1,"MAM.HARV.2013.10",100,1,99,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"92098A7DC7B042E58A4A87AE9BCA03E5","D01","HARV","HARV_032","2013-10-01",2,"MAM.HARV.2013.10",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"1B1BF2A9D4A346C0A981AEDA5DD293C1","D01","HARV","HARV_021","2013-10-01",2,"MAM.HARV.2013.10",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"31A3F40E8A6B4A77A28AAAFEAA61D406","D01","HARV","HARV_008","2013-10-01",2,"MAM.HARV.2013.10",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"E7810C7F5FE9486DA03E735EA2986019","D01","HARV","HARV_008","2013-10-02",3,"MAM.HARV.2013.10",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F8E9687428A740C8BCB5E75A897BB402","D01","HARV","HARV_032","2013-10-02",3,"MAM.HARV.2013.10",100,1,99,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4D2E76BCE89E41B2B543292CBC050135","D01","HARV","HARV_021","2013-10-02",3,"MAM.HARV.2013.10",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"879E439B9FBE4714A73F4E182E7307B4","D01","HARV","HARV_006","2013-10-03",1,"MAM.HARV.2013.10",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"203B7429390743EE95145B65941B17AB","D01","HARV","HARV_023","2013-10-03",1,"MAM.HARV.2013.10",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4F8145471CCE4C5A938B5CAF5AF169B4","D01","HARV","HARV_001","2013-10-03",1,"MAM.HARV.2013.10",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"3974CC27776A4AC79B94F71E6702AD7F","D01","HARV","HARV_006","2013-10-04",2,"MAM.HARV.2013.10",100,1,99,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"6FED052743BB45B6A556237A11E57E60","D01","HARV","HARV_023","2013-10-04",2,"MAM.HARV.2013.10",100,7,93,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"98890FCD9ED346EDB35ECA3108EA6363","D01","HARV","HARV_001","2013-10-04",2,"MAM.HARV.2013.10",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"8C313A8FD3224C8890D49F2E779B9003","D01","HARV","HARV_006","2013-10-05",3,"MAM.HARV.2013.10",100,2,98,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"5B998A39B34C425F9F9563E03BA1EAD0","D01","HARV","HARV_023","2013-10-05",3,"MAM.HARV.2013.10",100,11,89,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"757F250AEBF74FBA808EB615B22A80D7","D01","HARV","HARV_001","2013-10-05",3,"MAM.HARV.2013.10",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"8DB362CAF536485CBE05D77C7AFA0000","D01","HARV","HARV_006","2014-04-28",1,"MAM.HARV.2014.05",100,1,99,"NEON.DOC.000481","NEON.DOC.001907","No captures",0,0
"CBF0924EA7CB4D47B7D2C811F3AD3EA9","D01","HARV","HARV_023","2014-04-28",1,"MAM.HARV.2014.05",100,0,100,"NEON.DOC.000481","NEON.DOC.001907","No captures",0,0
"5D61008EE9FB44C88A5B3C8094E11337","D01","HARV","HARV_006","2014-04-29",2,"MAM.HARV.2014.05",100,3,97,"NEON.DOC.000481","NEON.DOC.001907","No captures",0,0
"0B9E3FD889444342B0B9C3E138BD4465","D01","HARV","HARV_023","2014-04-29",2,"MAM.HARV.2014.05",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4B08BBCD7E934EF5855B7214169F212C","D01","HARV","HARV_023","2014-04-30",3,"MAM.HARV.2014.05",100,16,84,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"450AAE5A5C844C768CBDC8187BB5AB28","D01","HARV","HARV_006","2014-04-30",3,"MAM.HARV.2014.05",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"6BA6DA04D85242BFAA0A8475FE5F6A29","D01","HARV","HARV_023","2014-05-20",1,"MAM.HARV.2014.06",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"24143B9BEA134F27B2E62F2543D7589D","D01","HARV","HARV_008","2014-05-20",1,"MAM.HARV.2014.06",100,1,99,"NEON.DOC.000481","NEON.DOC.001907","No captures",0,0
"C115149614F844B9B5FDA62C496AE213","D01","HARV","HARV_021","2014-05-20",1,"MAM.HARV.2014.06",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"2659B7D2D94C4A7090111D9C6ACBBD6E","D01","HARV","HARV_021","2014-05-21",2,"MAM.HARV.2014.06",100,7,93,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"9ECB4EF070A14E2E802B12FAF365DCCB","D01","HARV","HARV_008","2014-05-21",2,"MAM.HARV.2014.06",100,4,96,"NEON.DOC.000481","NEON.DOC.001907","no captures",0,0
"35D5205B8A784BA39CB5771B81F6131E","D01","HARV","HARV_023","2014-05-21",2,"MAM.HARV.2014.06",100,1,99,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"0DE9C80B6E6A404EA612444E094EE699","D01","HARV","HARV_023","2014-05-22",3,"MAM.HARV.2014.06",99,2,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"BCA992199AE94AC0B36A03667161EE3C","D01","HARV","HARV_008","2014-05-22",3,"MAM.HARV.2014.06",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A591750655574D65B0EBFB7EB9C77C57","D01","HARV","HARV_021","2014-05-22",3,"MAM.HARV.2014.06",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"DCA210D6817D4D2494A13399B8E5FAEB","D01","HARV","HARV_032","2014-06-18",1,"MAM.HARV.2014.07",100,15,85,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"3EE5BEC604A64303922264FBF1B77188","D01","HARV","HARV_021","2014-06-18",1,"MAM.HARV.2014.07",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"3094CBA4A88B440DA6A18931CEA3839D","D01","HARV","HARV_014","2014-06-18",1,"MAM.HARV.2014.07",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,1,1
"AD361DDE49424A2F9B62C25C5E36FADA","D01","HARV","HARV_021","2014-06-19",2,"MAM.HARV.2014.07",100,38,62,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"835C6009DF7844269508328E691CFE98","D01","HARV","HARV_032","2014-06-19",2,"MAM.HARV.2014.07",100,42,58,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"5F89CC50C5D74E389F39225D51016E88","D01","HARV","HARV_008","2014-06-19",1,"MAM.HARV.2014.07",100,55,45,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"6EE4E6E369D745DC8B41EE464BE2C8BA","D01","HARV","HARV_014","2014-06-19",2,"MAM.HARV.2014.07",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"368F06ADE444435D8AB00F98DBAD8BEC","D01","HARV","HARV_021","2014-06-20",3,"MAM.HARV.2014.07",100,31,69,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"FF5FE75515194411A8B28E45582FFB47","D01","HARV","HARV_032","2014-06-20",3,"MAM.HARV.2014.07",100,20,80,"NEON.DOC.000481","NEON.DOC.001907","All captures got limited processing due to time constraints;limited processing done on all captures due to time restraints",1,0
"DCAA29D1852C41F695FBDA9A56987120","D01","HARV","HARV_008","2014-06-20",2,"MAM.HARV.2014.07",100,1,99,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"7DB849B20B694241A0E9782BF5B38AF7","D01","HARV","HARV_023","2014-06-21",1,"MAM.HARV.2014.07",100,34,66,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"866DB6C223F948BCA98B18ADE6EA5AFC","D01","HARV","HARV_001","2014-06-21",1,"MAM.HARV.2014.07",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"41204F8E6F834878B3F6086DB86CCFD5","D01","HARV","HARV_006","2014-06-21",1,"MAM.HARV.2014.07",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"25A4529CFEAB4D96A6D162734820EA1B","D01","HARV","HARV_023","2014-06-22",2,"MAM.HARV.2014.07",100,45,55,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"645208A6403041DFAF1337F1E56C1241","D01","HARV","HARV_006","2014-06-22",2,"MAM.HARV.2014.07",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4B8287332F0649909D407350168EB960","D01","HARV","HARV_001","2014-06-22",2,"MAM.HARV.2014.07",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A1A6C55AB2714EF488F4445F2EE922B7","D01","HARV","HARV_001","2014-06-23",3,"MAM.HARV.2014.07",100,20,80,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"641A70B2B3CC49BD9FDEC01FDAC3A207","D01","HARV","HARV_006","2014-06-23",3,"MAM.HARV.2014.07",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"A297994864074504B4E2D2BD86610BE6","D01","HARV","HARV_023","2014-06-23",3,"MAM.HARV.2014.07",100,26,74,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"FF825A3880EE4EA786D2B53C1CF9158E","D01","HARV","HARV_021","2014-07-21",1,"MAM.HARV.2014.08",100,5,95,"NEON.DOC.000481"," NEON.DOC.00190",,0,0
"8882266A30C6438282E0B0A895CFC27A","D01","HARV","HARV_032","2014-07-21",1,"MAM.HARV.2014.08",99,19,80,"NEON.DOC.000481","NEON.DOC.001907",,1,0
"1ECFDC41FD7B49149178D8D5FE82094F","D01","HARV","HARV_008","2014-07-21",1,"MAM.HARV.2014.08",100,38,62,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4C877EF45B8A40DD8B8357AA19D842CF","D01","HARV","HARV_014","2014-07-21",1,"MAM.HARV.2014.08",100,2,98,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"5129F6DC76B74862805E2510D9D5B791","D01","HARV","HARV_021","2014-07-22",2,"MAM.HARV.2014.08",100,8,92,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"8F5BAAD08C3946DF8145159EC0A7505A","D01","HARV","HARV_032","2014-07-22",2,"MAM.HARV.2014.08",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"24BDE4E7507645D8A5BA0F04F7B80DEB","D01","HARV","HARV_008","2014-07-22",2,"MAM.HARV.2014.08",100,19,81,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F2541A3D15D24AEBB9A012694BA4246F","D01","HARV","HARV_014","2014-07-22",2,"MAM.HARV.2014.08",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"56A917F56129474FB0007E4983DF2FE3","D01","HARV","HARV_008","2014-07-23",3,"MAM.HARV.2014.08",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"C449650C712244FFB2B2305E4E3FB897","D01","HARV","HARV_021","2014-07-23",3,"MAM.HARV.2014.08",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"FE373DB8383C4F8C83B93C696872642C","D01","HARV","HARV_032","2014-07-23",3,"MAM.HARV.2014.08",100,0,100,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"5348F998578F4910AC20F91F8B74ABA9","D01","HARV","HARV_014","2014-07-23",3,"MAM.HARV.2014.08",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"DB7BA79EAD7B4674AEF00F201CC9B369","D01","HARV","HARV_023","2014-07-24",1,"MAM.HARV.2014.08",100,10,90,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"7C5A2F77217C421FAF9F3E0D13F6E245","D01","HARV","HARV_001","2014-07-24",1,"MAM.HARV.2014.08",100,28,72,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"E1172197507741369FFD59500C1CFF36","D01","HARV","HARV_006","2014-07-24",1,"MAM.HARV.2014.08",100,18,82,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"02423B29DC9C4F9A9FC6128D9C6BAD2A","D01","HARV","HARV_010","2014-07-24",1,"MAM.HARV.2014.08",100,13,87,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"DA3498C380074412A99950FDC245AD00","D01","HARV","HARV_006","2014-07-25",2,"MAM.HARV.2014.08",100,4,96,"NEON.DOC.000481","NEON.DOC.000481","Correction: handler was kauger@field-ops.org, not bchagnon@field-ops.org.  Unable to change plot-level data and unwilling to re-enter complete data.  In a hurry, moving on!;These data were collected by a second team.",1,0
"688E3FC3E96247BC986C8179213C656D","D01","HARV","HARV_023","2014-07-25",2,"MAM.HARV.2014.08",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"05AD2B9D04044924922A5F6C4396A202","D01","HARV","HARV_010","2014-07-25",2,"MAM.HARV.2014.08",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"EEAD4D5A97BF4404937980A65A42B946","D01","HARV","HARV_001","2014-07-25",2,"MAM.HARV.2014.08",100,15,85,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"8B7F66E054024138819119735005CA3B","D01","HARV","HARV_001","2014-07-26",3,"MAM.HARV.2014.08",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"1E0523271C7B4158B625015E8076CE38","D01","HARV","HARV_023","2014-07-26",3,"MAM.HARV.2014.08",100,3,97,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"25D793BDA48E4BC2AF2F886D1CC5AD87","D01","HARV","HARV_010","2014-07-26",3,"MAM.HARV.2014.08",100,14,86,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"CABED7184D334117BD891A1502E95F71","D01","HARV","HARV_006","2014-07-26",3,"MAM.HARV.2014.08",100,6,94,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"15C7795AC2CB4D17BA5582DCDEDDE413","D01","HARV","HARV_021","2014-08-16",1,"MAM.HARV.2014.09",100,11,89,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4C966252E50B46A6871CBB5E452CB071","D01","HARV","HARV_014","2014-08-16",1,"MAM.HARV.2014.09",100,5,95,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"3D96473BDF8F49E5A7506B5B272B864B","D01","HARV","HARV_008","2014-08-16",1,"MAM.HARV.2014.09",100,9,91,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"17D34F2BFB2945F8AA3E75CA816DC856","D01","HARV","HARV_032","2014-08-16",1,"MAM.HARV.2014.09",100,7,93,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F2C3C35410F645F18B084FD349691289","D01","HARV","HARV_014","2014-08-17",2,"MAM.HARV.2014.09",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"9D5FF15E867E40E5ACD36F394CBBC553","D01","HARV","HARV_021","2014-08-17",2,"MAM.HARV.2014.09",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"F3CCF51F50CF4497B37D52874A6AD814","D01","HARV","HARV_032","2014-08-17",2,"MAM.HARV.2014.09",100,11,89,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"BEF9471D760C4F3BB9322146C7ABE3C2","D01","HARV","HARV_008","2014-08-17",2,"MAM.HARV.2014.09",100,24,76,"NEON.DOC.000481","NEON.DOC.001907",,0,1
"41EC9B59A1B24CEAA36D88C8D8827E52","D01","HARV","HARV_032","2014-08-18",3,"MAM.HARV.2014.09",100,12,88,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"2BC3FB8D851F445597B252DCF7F5B7EF","D01","HARV","HARV_021","2014-08-18",3,"MAM.HARV.2014.09",100,6,94,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"D4557CECE1704AED8A01E6136F6E1B9A","D01","HARV","HARV_014","2014-08-18",3,"MAM.HARV.2014.09",100,4,96,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"38560B8C7BC5440BB319F6D79527ED1B","D01","HARV","HARV_023","2014-08-19",1,"MAM.HARV.2014.09",100,18,82,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"4EC3A779725C463F9F4AC52F047655C4","D01","HARV","HARV_001","2014-08-19",1,"MAM.HARV.2014.09",100,10,90,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"4D337860FA56431298ABFDE54B737E37","D01","HARV","HARV_006","2014-08-19",1,"MAM.HARV.2014.09",100,27,73,"NEON.DOC.000481","NEON.DOC.001907","For HARV_006, 2014-08-19, ID References: NEON.DOC.001907vA",0,0
"AC0124FCB8BC4E3FAD7A3512FCFE03A1","D01","HARV","HARV_010","2014-08-19",1,"MAM.HARV.2014.09",100,3,97,"NEON.DOC.000481","NEON.DOC.000481",,0,1
"512DF94A9E0D4EB9879C2ECD5C1F5BC1","D01","HARV","HARV_006","2014-08-20",2,"MAM.HARV.2014.09",100,40,60,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"79ABEE2A7ADF449284EB2CB97250777B","D01","HARV","HARV_001","2014-08-20",2,"MAM.HARV.2014.09",100,7,93,"NEON.DOC.000481","NEON.DOC.000481",,0,0
"A266BA0A29894A12B0E903CF2A3AF0C4","D01","HARV","HARV_023","2014-08-20",2,"MAM.HARV.2014.09",100,33,67,"NEON.DOC.000481","NEON.DOC.001907",,0,0
"58B5FEC72C494A26BD20F10C085DC7D0","D01","HARV","HARV_023","2014-08-21",3,"MAM.HARV.2014.09",100,36,64,"NEON.DOC.000481","NEON.DOC.001907",,0,0
